Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehiclePrice,DriverRating,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,FraudFound
Jun,1,Sunday,Pontiac,1,Tuesday,Jun,2,0,Married,38,1,Sedan - Collision,2,1,1,6,0,0,3,1,1,3,0
May,4,Friday,Pontiac,1,Monday,Jun,1,0,Married,53,1,Sedan - Liability,5,3,3,5,0,0,4,1,1,3,0
Oct,2,Tuesday,Honda,1,Friday,Feb,3,0,Single,16,1,Sedan - Collision,5,1,3,1,0,0,1,1,1,3,0
Aug,3,Saturday,Chevrolet,1,Tuesday,Jan,2,0,Married,36,1,Sedan - Collision,3,1,2,5,0,0,1,1,1,3,0
May,1,Thursday,Other,1,Tuesday,May,2,1,Single,28,1,Sedan - All Perils,3,4,4,4,0,0,1,1,1,3,1
Jun,4,Wednesday,Chevrolet,1,Tuesday,Jan,4,0,Married,61,0,Sedan - Liability,4,1,3,6,0,1,2,1,1,3,0
Jan,4,Wednesday,Other,1,Monday,Mar,3,0,Married,26,1,Sedan - All Perils,3,3,3,5,0,0,1,1,1,3,0
Aug,3,Tuesday,Mazda,1,Wednesday,Sep,1,1,Married,35,1,Sedan - Liability,2,1,3,3,0,0,4,1,1,3,0
Dec,4,Saturday,Other,1,Monday,Dec,4,0,Married,49,1,Sedan - Liability,3,2,3,6,0,0,3,3,1,3,0
Dec,2,Monday,Toyota,1,Tuesday,Feb,2,0,Married,37,0,Sedan - All Perils,2,4,1,5,0,0,1,1,1,3,0
Nov,4,Wednesday,Toyota,0,Monday,Nov,5,0,Married,37,1,Sedan - Liability,3,2,4,6,0,0,4,1,1,3,0
Oct,4,Friday,Chevrolet,1,Friday,Oct,4,0,Single,31,1,Sedan - Liability,2,1,4,5,0,0,4,1,1,3,0
Oct,4,Sunday,Chevrolet,1,Monday,Oct,4,0,Married,72,1,Sedan - Collision,2,3,1,6,0,0,2,1,1,3,0
May,5,Sunday,Toyota,1,Friday,Jun,4,0,Single,34,1,Sedan - Collision,2,3,3,5,0,0,1,1,1,3,0
Jan,5,Friday,Other,1,Wednesday,Feb,1,0,Married,34,1,Sedan - Liability,5,1,4,5,0,0,3,4,2,3,0
Jan,4,Thursday,Honda,0,Friday,Feb,1,0,Single,16,1,Sedan - Collision,5,1,1,1,0,0,1,1,1,3,0
Jan,4,Wednesday,Honda,1,Wednesday,Jan,4,0,Married,49,1,Sedan - Collision,2,2,3,6,0,0,1,1,1,3,0
Jun,4,Wednesday,Pontiac,1,Wednesday,Jun,4,1,Single,28,1,Sedan - Liability,5,2,3,3,0,0,2,1,1,3,0
Feb,3,Friday,Toyota,1,Friday,Feb,3,0,Married,32,1,Sedan - Liability,3,1,3,5,0,0,1,1,1,3,0
Feb,3,Thursday,Other,1,Friday,Feb,3,0,Married,46,0,Sedan - Collision,4,2,2,5,0,0,2,1,1,3,0
May,1,Friday,Toyota,0,Tuesday,May,4,0,Married,44,1,Sedan - Collision,3,2,2,6,0,0,1,1,1,3,1
Apr,1,Sunday,Mazda,1,Wednesday,Apr,1,0,Married,32,1,Sedan - Collision,2,1,1,4,0,0,1,1,1,3,0
Feb,5,Monday,Toyota,1,Wednesday,Mar,1,0,Married,74,0,Sedan - Liability,2,1,3,6,0,0,4,1,3,3,0
Feb,4,Saturday,Pontiac,1,Tuesday,Mar,2,0,Married,47,1,Sedan - Collision,3,3,1,6,0,0,1,1,1,3,0
Feb,4,Monday,Mazda,1,Tuesday,Feb,5,0,Married,26,0,Sedan - Collision,2,4,2,4,0,0,1,1,1,3,0
Feb,2,Tuesday,Mazda,1,Wednesday,Feb,2,0,Married,36,0,Sedan - All Perils,2,3,2,5,0,0,1,1,1,3,0
May,1,Friday,Mazda,1,Tuesday,May,2,0,Married,37,1,Sedan - Collision,3,4,1,5,0,0,1,1,1,3,1
Feb,4,Friday,Pontiac,1,Tuesday,Mar,1,0,Married,44,1,Sedan - Liability,3,4,3,6,0,1,2,1,1,3,0
Feb,3,Friday,Mazda,1,Monday,Feb,4,1,Married,34,0,Sedan - Collision,2,4,3,3,0,0,1,1,1,3,0
Feb,3,Thursday,Toyota,1,Friday,Feb,4,0,Single,35,0,Sedan - Collision,2,3,3,5,0,0,1,1,1,3,0
Feb,3,Wednesday,Honda,1,Wednesday,Feb,3,1,Married,45,0,Sedan - Collision,2,2,3,5,0,0,3,1,1,3,0
Jan,3,Wednesday,Other,1,Tuesday,Feb,1,0,Married,37,0,Sedan - All Perils,2,2,1,6,0,0,1,1,1,3,0
May,2,Sunday,Honda,1,Monday,May,2,0,Married,27,1,Sedan - Liability,3,2,3,5,0,0,4,1,1,3,0
May,2,Sunday,Chevrolet,1,Thursday,May,3,1,Single,27,1,Sedan - Collision,2,4,1,4,0,0,1,1,1,3,1
Jan,3,Friday,Mazda,1,Tuesday,Jan,3,1,Married,33,1,Sedan - Collision,2,4,3,4,0,0,1,1,1,3,0
Jan,2,Sunday,Chevrolet,1,Monday,Jan,2,0,Single,30,1,Sedan - Liability,4,3,4,4,0,0,4,2,2,3,0
Jan,2,Friday,Honda,1,Friday,Jan,2,0,Married,65,1,Sedan - Collision,2,1,3,6,0,0,2,1,3,3,0
May,2,Sunday,Chevrolet,1,Monday,May,2,0,Married,32,0,Sedan - Collision,2,1,3,4,0,0,1,1,1,3,0
Nov,4,Monday,Other,0,Friday,Jan,2,0,Married,41,1,Sedan - Collision,3,1,1,6,0,0,4,1,1,3,0
Nov,2,Monday,Other,1,Wednesday,Jan,3,1,Married,27,1,Sedan - Collision,2,3,1,4,0,0,1,1,1,3,0
May,2,Sunday,Toyota,1,Monday,May,2,0,Single,26,1,Sedan - Liability,2,4,3,4,0,0,2,1,1,3,0
Dec,3,Thursday,Honda,1,Friday,Jan,3,0,Married,57,0,Sedan - Liability,2,2,2,5,0,0,1,1,1,3,0
Dec,2,Friday,Pontiac,1,Thursday,Jan,2,0,Single,39,1,Sedan - Liability,2,1,3,4,0,0,2,1,1,3,0
Dec,4,Thursday,Honda,1,Tuesday,Jan,1,0,Single,16,1,Sedan - Liability,5,4,3,1,0,0,1,1,1,3,0
Dec,4,Friday,Mazda,1,Monday,Dec,4,0,Married,43,1,Sedan - Collision,3,4,3,5,0,0,2,1,1,3,0
Dec,4,Thursday,Other,1,Friday,Jul,5,0,Married,45,1,Sedan - Collision,5,2,4,5,0,0,3,1,1,3,0
Dec,5,Wednesday,Mazda,1,Monday,Jan,1,1,Married,27,1,Sedan - Liability,2,3,3,4,0,0,2,1,1,3,0
May,2,Sunday,Toyota,1,Thursday,Jun,1,0,Married,31,1,Sedan - Collision,2,4,2,4,0,0,3,1,1,3,1
Dec,5,Friday,Pontiac,1,Thursday,Jan,3,0,Married,30,1,Sedan - Collision,3,2,4,5,0,0,3,1,1,3,0
Jan,1,Monday,Toyota,1,Monday,Jan,2,0,Married,56,1,Sedan - Liability,2,4,2,6,0,0,4,1,1,3,0
Jan,1,Sunday,Mazda,1,Monday,Jan,2,1,Other,51,1,Sedan - Collision,2,1,4,5,0,0,1,1,1,3,0
Jan,1,Sunday,Pontiac,1,Tuesday,Jan,3,0,Married,47,0,Sedan - All Perils,3,3,1,6,0,0,1,1,1,3,0
Jan,1,Saturday,Pontiac,1,Tuesday,Jan,2,0,Married,30,1,Sedan - Liability,3,1,3,5,0,0,1,1,1,3,0
Jan,1,Monday,Honda,1,Tuesday,Jan,1,0,Single,16,1,Sedan - Liability,5,2,4,1,0,0,1,1,1,3,0
Jan,1,Wednesday,Honda,1,Friday,Jan,3,0,Single,16,1,Sedan - All Perils,5,3,1,1,0,0,1,1,1,3,0
Jan,1,Tuesday,Chevrolet,1,Tuesday,Jan,2,0,Single,35,0,Sedan - Liability,3,2,4,5,0,0,1,1,1,3,0
Jan,1,Wednesday,Toyota,1,Wednesday,Jan,1,0,Married,50,1,Sedan - Liability,2,4,3,5,0,0,2,4,2,3,0
Jan,2,Friday,Toyota,1,Friday,Jan,2,0,Married,60,0,Sedan - Collision,2,4,1,3,0,0,1,1,1,3,0
Jan,2,Saturday,Toyota,1,Monday,Jan,2,0,Married,53,1,Sedan - All Perils,3,3,4,6,0,0,1,1,1,3,0
May,2,Monday,Mazda,1,Monday,Jun,1,0,Married,30,1,Sedan - All Perils,2,1,1,4,0,0,1,3,1,3,1
Jan,2,Monday,Honda,1,Tuesday,Jan,2,0,Married,26,1,Sedan - All Perils,3,1,4,4,0,0,1,1,1,3,0
Jan,2,Monday,Mazda,1,Monday,Jan,2,0,Single,25,0,Sedan - Collision,2,1,3,3,0,0,1,1,1,3,0
Jan,2,Wednesday,Pontiac,1,Friday,Jan,3,0,Single,35,0,Sedan - Collision,2,3,2,5,0,0,4,1,1,3,0
Jan,3,Friday,Honda,1,Monday,Jan,3,0,Married,33,1,Sedan - Collision,2,1,3,5,0,0,1,1,1,3,0
Jan,3,Saturday,Toyota,1,Monday,Jan,3,0,Married,63,1,Sedan - All Perils,2,4,1,5,0,0,1,1,1,3,0
May,2,Monday,Chevrolet,1,Wednesday,May,3,0,Married,49,0,Sedan - Collision,3,3,1,6,0,0,1,1,1,3,0
Jan,3,Sunday,Honda,1,Wednesday,Jan,3,0,Married,28,1,Sedan - All Perils,5,2,3,1,0,0,1,1,1,3,0
May,2,Monday,Toyota,1,Monday,May,4,0,Single,41,1,Sedan - All Perils,1,3,2,5,0,0,3,1,1,3,1
Jan,4,Tuesday,Toyota,1,Wednesday,Jan,4,0,Married,64,0,Sedan - Liability,3,1,2,6,0,0,1,1,1,3,0
Jan,4,Monday,Chevrolet,1,Tuesday,Jan,4,0,Single,26,1,Sedan - Liability,5,3,3,4,0,0,1,1,1,3,0
Jan,5,Sunday,Chevrolet,1,Monday,Jan,5,0,Married,47,0,Sedan - Liability,3,3,2,6,0,0,4,1,1,3,0
Feb,1,Tuesday,Pontiac,1,Monday,Feb,3,0,Married,54,1,Sedan - Collision,2,3,3,6,0,0,1,1,1,3,0
Feb,1,Tuesday,Honda,0,Thursday,Feb,1,1,Single,35,1,Sedan - Collision,2,4,3,4,0,0,4,1,1,3,0
Jan,5,Monday,Pontiac,1,Monday,Jan,5,0,Married,42,1,Sedan - Liability,3,2,4,5,0,0,4,1,1,3,0
May,2,Monday,Other,1,Wednesday,May,2,0,Married,36,1,Sedan - All Perils,5,4,3,5,0,0,3,1,1,3,1
Feb,1,Sunday,Honda,1,Thursday,Feb,4,0,Married,53,1,Sedan - Liability,5,3,2,6,0,0,4,1,1,3,0
Feb,2,Thursday,Pontiac,1,Friday,Feb,2,0,Single,28,0,Sedan - Collision,5,1,2,5,0,0,4,1,1,3,0
Feb,2,Tuesday,Chevrolet,1,Wednesday,Feb,2,0,Married,28,1,Sedan - Collision,2,2,3,5,0,0,2,4,3,3,0
Feb,2,Thursday,Toyota,1,Monday,Feb,3,0,Married,26,0,Sedan - Collision,2,3,3,5,0,0,4,1,1,3,0
Mar,1,Wednesday,Pontiac,0,Thursday,Mar,1,0,Married,55,0,Sedan - Liability,2,1,3,5,0,0,4,1,1,3,0
Mar,1,Friday,Pontiac,1,Thursday,Mar,2,0,Married,67,1,Sedan - All Perils,1,2,1,6,0,0,1,1,1,3,0
May,2,Monday,Toyota,1,Wednesday,May,4,0,Married,31,0,Sedan - All Perils,1,3,1,4,0,0,1,1,1,3,0
Jul,1,Saturday,Toyota,1,Thursday,Jul,2,1,Single,33,1,Sedan - Liability,3,1,4,4,0,0,2,1,1,3,0
Jul,3,Friday,Pontiac,1,Wednesday,Jul,4,0,Single,48,1,Sedan - Liability,2,3,1,5,1,0,4,1,1,3,0
Aug,5,Tuesday,Toyota,1,Wednesday,Aug,5,0,Married,58,1,Sedan - All Perils,2,4,1,6,0,0,3,1,1,3,0
Dec,4,Friday,Pontiac,1,Wednesday,Dec,5,0,Married,27,1,Sedan - Liability,3,2,4,5,0,0,1,1,1,3,0
Dec,4,Saturday,Pontiac,1,Tuesday,Jan,1,1,Married,63,1,Sedan - Collision,2,3,1,6,0,0,2,1,1,3,0
May,2,Tuesday,Toyota,1,Wednesday,May,2,0,Single,29,1,Sedan - Liability,2,3,3,3,0,0,1,1,1,3,0
Dec,4,Tuesday,Honda,0,Tuesday,Jan,1,0,Married,68,1,Sedan - All Perils,1,2,3,6,0,0,1,1,1,3,0
Dec,5,Friday,Mazda,1,Monday,Jan,1,1,Single,30,1,Sedan - Collision,2,1,1,4,0,0,4,1,1,3,0
Jan,1,Wednesday,Pontiac,1,Wednesday,Jan,1,0,Married,58,0,Sedan - Collision,2,2,2,6,0,0,2,1,1,3,0
Jan,2,Sunday,Other,1,Monday,Jan,2,0,Married,51,1,Sedan - All Perils,3,2,1,6,0,0,3,1,1,3,0
Jan,1,Friday,Pontiac,1,Monday,Jan,2,0,Single,42,0,Sedan - Liability,2,2,3,4,0,0,2,1,1,3,0
Jan,2,Monday,Toyota,1,Wednesday,Jan,2,0,Single,30,1,Sedan - Collision,3,1,2,4,0,0,4,1,1,3,0
Jan,2,Tuesday,Honda,1,Thursday,Jan,2,0,Married,55,0,Sedan - Liability,2,1,3,6,0,0,3,1,1,3,0
Jan,2,Sunday,Pontiac,1,Monday,Jan,2,0,Single,39,1,Sedan - Liability,2,3,2,5,0,0,2,1,1,3,0
Jan,2,Friday,Pontiac,1,Monday,Jan,3,0,Single,22,0,Sedan - All Perils,2,2,1,3,0,0,1,1,1,3,0
Jan,3,Sunday,Toyota,1,Friday,Jan,3,0,Married,32,1,Sedan - All Perils,2,1,2,4,0,0,1,1,1,3,0
Jan,3,Monday,Other,1,Thursday,Feb,2,0,Married,43,1,Utility - All Perils,5,1,3,6,0,0,4,4,2,3,0
Jan,3,Tuesday,Pontiac,1,Tuesday,Jan,3,0,Single,36,1,Sedan - Liability,3,1,3,6,0,0,3,1,1,3,0
Jan,3,Monday,Pontiac,1,Tuesday,Jan,3,0,Married,57,0,Sedan - All Perils,2,1,3,6,0,0,1,1,1,3,0
Jan,4,Monday,Pontiac,1,Wednesday,Feb,1,0,Married,38,0,Sedan - All Perils,3,2,4,5,0,0,4,1,1,3,0
May,2,Wednesday,Pontiac,1,Wednesday,Jun,3,0,Married,35,0,Sedan - Collision,3,1,2,5,0,0,2,1,1,3,0
Jan,4,Friday,Pontiac,1,Tuesday,Jan,5,1,Married,40,1,Sedan - Collision,2,1,2,6,0,0,1,1,1,3,0
Jan,4,Friday,Honda,1,Wednesday,Feb,1,0,Married,28,1,Sedan - Liability,2,1,3,4,0,0,4,1,1,3,0
Feb,1,Wednesday,Toyota,1,Tuesday,Feb,2,0,Married,72,0,Sedan - Liability,2,1,3,6,0,0,3,1,1,3,0
Jan,5,Tuesday,Honda,1,Wednesday,Feb,1,0,Married,43,0,Sedan - All Perils,2,4,2,5,0,0,3,1,1,3,0
May,2,Wednesday,Chevrolet,1,Monday,Jul,2,0,Single,32,1,Sedan - All Perils,3,2,1,4,0,0,1,1,1,3,1
Feb,1,Saturday,Pontiac,1,Tuesday,Feb,2,0,Married,80,1,Sedan - Liability,1,4,3,5,0,0,2,1,1,3,0
Feb,2,Tuesday,Pontiac,1,Wednesday,Feb,2,0,Married,53,1,Sedan - Collision,3,3,3,5,0,0,4,1,1,3,0
Feb,2,Saturday,Pontiac,1,Tuesday,Feb,3,0,Married,53,1,Sedan - All Perils,1,4,4,6,0,0,1,3,1,3,0
Feb,2,Friday,Honda,1,Friday,Feb,2,0,Single,27,1,Sedan - Collision,2,2,2,4,0,0,3,1,1,3,0
Feb,3,Tuesday,Other,1,Monday,Feb,3,0,Married,40,1,Sedan - All Perils,2,2,1,5,0,0,2,1,1,3,0
Feb,2,Monday,Pontiac,1,Friday,Feb,3,0,Single,35,1,Sedan - Liability,2,4,4,5,0,0,4,1,1,3,0
Feb,3,Sunday,Honda,0,Monday,Feb,3,0,Single,29,1,Sedan - Collision,2,2,1,5,0,0,1,1,1,3,0
Feb,4,Thursday,Pontiac,1,Friday,Feb,4,0,Single,32,0,Sedan - Collision,2,3,1,4,0,0,4,1,1,3,0
Mar,1,Saturday,Other,1,Monday,Mar,1,0,Married,26,1,Sedan - Collision,3,3,3,5,0,0,1,1,1,3,0
Mar,2,Friday,Mazda,1,Friday,Mar,2,0,Single,29,0,Sedan - Collision,3,3,3,4,0,0,1,1,1,3,0
Mar,2,Monday,Pontiac,0,Thursday,Mar,4,0,Single,31,1,Sedan - Collision,2,2,2,4,0,0,1,1,3,3,0
Apr,2,Tuesday,Other,1,Wednesday,Apr,2,0,Single,37,1,Sedan - All Perils,2,1,1,5,0,0,4,4,2,3,0
May,2,Wednesday,Chevrolet,1,Monday,May,4,1,Single,26,1,Sedan - Collision,2,2,3,3,0,0,4,1,1,3,1
May,3,Wednesday,Pontiac,0,Wednesday,May,4,0,Married,38,1,Sedan - Liability,2,4,1,5,0,0,4,1,1,3,0
Oct,3,Saturday,Chevrolet,1,Friday,Oct,3,0,Married,63,1,Sedan - All Perils,3,2,3,6,0,0,4,1,1,3,0
Oct,4,Thursday,Pontiac,1,Monday,Oct,5,0,Married,63,1,Utility - All Perils,5,2,3,6,0,0,4,1,1,3,0
Dec,4,Tuesday,Mazda,1,Tuesday,Dec,4,1,Married,43,1,Sedan - Liability,2,1,2,6,0,0,1,1,1,3,0
May,2,Thursday,Toyota,1,Friday,May,2,0,Single,26,0,Sedan - Collision,3,1,2,4,0,1,1,2,1,3,0
Oct,5,Monday,Pontiac,1,Tuesday,Oct,5,0,Married,63,0,Sedan - All Perils,2,1,2,5,0,0,1,1,1,3,0
Aug,2,Saturday,Chevrolet,1,Thursday,Nov,1,0,Single,35,1,Sedan - Collision,2,2,3,3,0,0,1,1,1,3,0
Aug,2,Thursday,Toyota,1,Thursday,Aug,3,0,Single,45,1,Sedan - Collision,2,4,3,5,0,0,1,1,1,3,0
May,2,Thursday,Pontiac,1,Tuesday,May,4,1,Married,51,0,Sedan - Collision,2,4,3,6,0,0,4,1,1,3,0
Jun,3,Monday,Honda,0,Friday,Jun,4,1,Single,32,1,Sedan - Liability,2,4,3,2,0,0,1,1,1,3,0
Jun,1,Tuesday,Pontiac,1,Thursday,Jun,2,0,Married,45,0,Sedan - All Perils,2,3,3,5,0,0,3,1,1,3,0
May,3,Wednesday,Chevrolet,1,Wednesday,May,4,1,Single,40,0,Sedan - All Perils,2,1,1,5,0,0,1,1,1,3,0
Apr,2,Wednesday,Pontiac,0,Monday,Apr,3,0,Married,51,1,Sedan - Liability,2,3,3,6,0,0,4,1,1,3,0
Apr,2,Sunday,Honda,1,Monday,Apr,2,0,Married,36,1,Sedan - Liability,2,3,3,5,0,0,3,1,1,3,0
Mar,5,Tuesday,Honda,1,Thursday,Mar,5,0,Single,31,1,Sedan - All Perils,3,3,3,4,0,0,4,1,1,3,0
Mar,5,Wednesday,Mazda,1,Friday,Mar,5,0,Married,29,0,Sedan - Collision,2,4,2,5,0,0,1,1,1,3,0
Mar,3,Saturday,Toyota,1,Tuesday,Mar,4,0,Married,31,1,Sedan - Liability,3,3,3,4,0,0,1,1,1,3,0
Mar,2,Monday,Honda,1,Tuesday,Mar,3,1,Married,26,1,Sedan - Liability,2,3,3,5,0,0,4,1,1,3,0
Mar,3,Wednesday,Chevrolet,1,Monday,Apr,1,0,Married,40,1,Sedan - Collision,4,3,3,4,0,0,2,4,2,3,0
Mar,2,Friday,Chevrolet,1,Monday,Mar,3,0,Married,38,1,Other,5,4,3,5,0,0,3,1,1,3,0
May,2,Thursday,Honda,1,Monday,May,3,0,Married,39,1,Sedan - Collision,2,3,2,4,0,0,2,1,1,3,1
Mar,1,Sunday,Mazda,1,Wednesday,Mar,2,1,Married,48,0,Sedan - Collision,2,4,1,5,0,0,1,1,1,3,0
Mar,1,Thursday,Toyota,1,Monday,Mar,1,0,Married,36,1,Sedan - Liability,2,4,4,5,0,0,1,1,1,3,0
Feb,4,Monday,Chevrolet,1,Thursday,Mar,1,0,Married,45,0,Sedan - Liability,3,3,2,5,0,1,3,1,1,3,0
Feb,5,Tuesday,Toyota,1,Wednesday,Mar,1,1,Married,33,0,Sedan - Collision,2,2,3,4,0,0,1,1,1,3,0
Feb,4,Friday,Other,1,Wednesday,Mar,1,1,Single,47,1,Sedan - All Perils,5,4,2,5,0,0,3,1,1,3,0
Feb,4,Saturday,Mazda,1,Thursday,Mar,1,1,Single,32,0,Sedan - Collision,2,3,2,5,0,0,3,1,1,3,0
Feb,4,Wednesday,Other,1,Thursday,Feb,4,0,Married,45,1,Sedan - Collision,5,3,1,5,0,0,1,1,1,3,0
Feb,4,Thursday,Honda,1,Monday,Feb,4,0,Married,38,0,Sedan - All Perils,2,2,2,6,0,0,2,1,1,3,0
Feb,3,Sunday,Pontiac,1,Monday,Feb,3,0,Single,29,1,Sedan - Liability,3,2,3,4,0,0,3,1,1,3,0
Feb,3,Friday,Pontiac,0,Friday,Feb,3,0,Single,23,0,Sedan - Collision,5,4,3,3,0,0,2,1,1,3,0
Feb,3,Wednesday,Mazda,1,Wednesday,Mar,1,0,Single,30,1,Sedan - Liability,2,3,3,4,0,0,1,1,1,3,0
Feb,3,Wednesday,Pontiac,1,Wednesday,Mar,1,0,Married,52,1,Sedan - Collision,2,4,1,6,0,0,4,1,1,3,0
Feb,3,Thursday,Honda,1,Friday,Feb,3,0,Married,63,1,Sedan - All Perils,2,2,1,5,0,0,1,1,1,3,0
Feb,2,Friday,Pontiac,1,Friday,Mar,4,0,Married,75,1,Sedan - All Perils,2,1,2,6,0,0,3,1,1,3,0
Feb,2,Friday,Toyota,1,Tuesday,Feb,3,0,Married,29,1,Sedan - Collision,2,1,1,4,0,0,1,1,1,3,0
Feb,2,Wednesday,Toyota,1,Thursday,Feb,4,0,Married,60,1,Sedan - Collision,2,2,2,5,0,0,1,1,1,3,0
Feb,1,Wednesday,Toyota,1,Friday,Feb,4,0,Married,55,1,Sedan - Collision,3,3,1,5,1,0,2,1,1,3,0
Jan,5,Monday,Honda,1,Monday,Jan,5,0,Married,43,1,Sedan - Liability,3,2,2,5,0,0,1,3,2,3,0
Jan,5,Saturday,Toyota,1,Thursday,Feb,1,0,Married,33,1,Sedan - Liability,2,3,3,4,0,0,2,1,1,3,0
Jan,4,Thursday,Honda,1,Monday,Feb,1,0,Married,59,0,Sedan - Collision,3,3,3,6,0,0,4,1,1,3,0
Jan,3,Saturday,Toyota,0,Wednesday,Jan,3,1,Married,49,1,Sedan - All Perils,5,1,2,4,0,0,1,1,1,3,0
Jan,2,Friday,Honda,1,Monday,Mar,2,0,Single,33,1,Sedan - Liability,2,2,3,4,0,0,1,1,1,3,0
Jan,1,Sunday,Pontiac,1,Monday,Feb,1,0,Married,38,1,Sedan - Liability,2,2,1,5,0,0,2,1,1,3,0
Oct,3,Wednesday,Pontiac,1,Thursday,Oct,3,0,Single,37,1,Utility - All Perils,5,1,4,5,0,0,3,1,1,3,0
May,2,Thursday,Pontiac,1,Friday,May,2,0,Married,38,1,Sedan - Liability,2,4,3,5,0,0,1,1,1,3,0
Sep,2,Monday,Honda,1,Thursday,Sep,4,0,Single,34,1,Sedan - Collision,3,3,4,5,0,0,4,1,1,3,0
Aug,5,Tuesday,Honda,1,Friday,Sep,1,0,Married,26,0,Sedan - All Perils,2,4,2,4,0,0,4,1,1,3,0
Aug,5,Wednesday,Chevrolet,1,Friday,Sep,2,1,Single,46,0,Sedan - All Perils,2,3,1,3,0,0,1,1,1,3,0
Aug,3,Wednesday,Pontiac,1,Thursday,Aug,3,0,Married,38,0,Utility - All Perils,5,3,3,6,0,0,1,1,1,3,0
Jul,3,Saturday,Toyota,1,Monday,Jul,3,1,Married,31,1,Sedan - Collision,3,2,2,4,0,0,4,1,1,3,0
May,2,Thursday,Honda,1,Saturday,May,2,0,Married,47,0,Sport - Collision,5,4,3,3,0,0,4,1,1,3,0
May,2,Friday,Toyota,1,Friday,May,3,0,Married,44,1,Sedan - Collision,3,4,1,6,0,0,1,1,1,3,1
Mar,4,Saturday,Chevrolet,1,Thursday,Apr,3,0,Married,26,0,Sedan - All Perils,3,1,1,5,0,0,4,1,1,3,0
Mar,3,Saturday,Pontiac,1,Monday,Mar,4,0,Married,73,1,Sedan - Liability,2,1,1,5,0,0,1,1,1,3,0
Mar,2,Tuesday,Mazda,1,Tuesday,Mar,2,1,Married,34,1,Sedan - Collision,2,1,3,3,0,0,1,1,1,3,0
May,2,Friday,Mazda,0,Thursday,May,3,0,Married,24,1,Sedan - Collision,2,3,4,4,0,0,3,1,1,3,1
Mar,1,Friday,Honda,1,Tuesday,Mar,2,0,Single,40,1,Sedan - Collision,3,3,1,5,0,0,4,1,1,3,0
Mar,1,Saturday,Toyota,0,Thursday,Mar,3,0,Married,43,1,Sedan - Collision,2,1,3,5,0,0,3,1,1,3,0
Mar,1,Tuesday,Chevrolet,1,Friday,Mar,1,0,Single,28,1,Sedan - Collision,2,3,1,5,0,0,2,4,2,3,0
May,2,Friday,Pontiac,1,Wednesday,Aug,2,0,Married,39,1,Utility - All Perils,5,3,3,6,0,0,2,1,1,3,1
Feb,4,Monday,Toyota,0,Tuesday,Feb,4,0,Married,32,1,Sedan - Liability,3,3,3,5,0,0,3,1,1,3,0
Feb,4,Wednesday,Pontiac,1,Wednesday,Feb,4,0,Married,50,1,Sedan - Liability,3,1,4,4,0,0,1,1,1,3,0
Feb,3,Saturday,Toyota,1,Tuesday,Mar,4,1,Married,48,1,Sedan - Collision,2,3,3,6,0,0,1,1,1,3,0
Feb,3,Friday,Pontiac,1,Wednesday,Feb,4,0,Married,42,1,Sedan - Liability,2,4,3,5,0,0,1,1,1,3,0
Feb,3,Thursday,Mazda,1,Friday,Feb,3,0,Married,26,1,Sedan - Liability,3,1,4,5,0,0,1,1,1,3,0
Feb,2,Thursday,Other,1,Friday,Feb,4,0,Single,33,0,Sedan - Collision,3,3,1,5,0,0,2,1,1,3,0
Jan,5,Monday,Pontiac,1,Monday,Jan,5,0,Single,50,1,Sedan - Liability,3,3,3,5,0,0,3,1,1,3,0
Feb,1,Tuesday,Chevrolet,1,Friday,Feb,1,1,Married,42,1,Sedan - Collision,3,2,1,5,0,0,3,1,1,3,0
Jan,5,Saturday,Other,1,Friday,Feb,1,0,Single,44,1,Sedan - Collision,4,3,3,6,0,0,2,1,1,3,0
Jan,4,Thursday,Toyota,1,Monday,Feb,2,0,Single,22,0,Sedan - Collision,3,2,3,4,0,0,2,1,1,3,0
Jan,4,Saturday,Pontiac,1,Thursday,Jan,4,0,Married,63,1,Sedan - All Perils,1,2,2,5,0,0,1,1,1,3,0
May,2,Friday,Pontiac,1,Wednesday,May,3,0,Married,65,1,Sedan - All Perils,1,3,1,6,0,0,1,1,1,3,1
Jan,3,Tuesday,Honda,1,Tuesday,Jan,3,0,Married,33,0,Sedan - All Perils,3,1,2,4,0,0,3,1,1,3,0
May,2,Friday,Toyota,1,Wednesday,May,3,0,Single,18,1,Sedan - All Perils,1,4,2,2,0,0,2,1,1,3,1
Jan,3,Sunday,Pontiac,1,Tuesday,Jan,3,1,Single,47,1,Sedan - Liability,3,1,1,5,0,0,3,1,1,3,0
Jan,2,Wednesday,Toyota,1,Friday,Jan,5,1,Married,52,1,Sedan - Collision,2,4,3,6,0,0,3,1,1,3,0
Jan,1,Saturday,Honda,0,Tuesday,Mar,3,0,Single,16,1,Sedan - All Perils,5,2,2,1,0,0,1,1,1,3,0
Dec,1,Saturday,Honda,0,Tuesday,Feb,2,0,Single,16,1,Sedan - All Perils,5,3,1,1,0,0,1,1,1,3,0
Nov,4,Tuesday,Other,1,Tuesday,Nov,5,1,Married,43,0,Sedan - All Perils,3,1,1,5,0,0,4,4,2,3,0
